ID,JUDUL MASAKAN,BAHAN,NAMA DAERAH
673,gule masam keeung,"(adas, bawang putih, cabai merah, cabe rawit, daun jeruk, daun kari, garam, ikan, jahe, jeruk nipis, jintan, ketumbar, kunyit, minyak, penyedap rasa, serai, teh)",sumatera
674,udeung phep,"(bawang putih, belimbing, cabai hijau, cabai merah, daun jeruk, daun kari, garam, jeruk nipis, ketumbar, kunyit, minyak, serai, teh, tomat, udang)",sumatera
675,udang asam sunti,"(bawang putih, cabai hijau, cabai merah, cabe rawit, daun salam, jahe, ketumbar, kunyit, minyak, serai, udang)",sumatera
676,mie aceh,"(air, bunga lawang, cabai merah, garam, jamur, jintan, kaldu jamur, kapulaga, kecap, kemiri, ketumbar, kol, kunyit, merica, mie, pala, saos, tauge, teh, udang)",sumatera
677,asam padeh ikan tongkol,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, ikan, jahe, kunyit, lengkuas, penyedap rasa, serai)",sumatera
678,sate lilit mi aceh,"(air, bawang putih, cabai merah, cabe rawit, garam, jahe, jamur, jintan, kapulaga, kecap, kemiri, ketumbar, kunyit, mie, minyak, penyedap rasa, teh, telur)",sumatera
679,daging masak putih,"(adas, air, asam, bawang putih, bunga lawang, cengkeh, daging sapi, daun kari, daun pandan, daun salam, garam, jahe, jintan, kapulaga, kayu manis, kelapa, kemiri, ketumbar, lada, pala, santan, serai, teh)",sumatera
680,sambal ganja khas aceh,"(bawang putih, belimbing, cabai merah, cabe rawit, daun jeruk, garam, gula, jeruk nipis, serai, udang)",sumatera
681,lontong sayur khas aceh,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, jahe, jeruk nipis, kelapa, kencur, labu, minyak, penyedap rasa, pepaya, santan, serai)",sumatera
682,iga sapi masak putih,"(asam, bawang putih, bunga bintang, daging sapi, daun salam, garam, gula, jahe, kapulaga, kelapa, kemiri, kentang, ketumbar, lada, pala, santan, serai, teh)",sumatera
683,gulai umet aceh,"(bawang putih, cabai merah, cabe rawit, garam, jeruk nipis, kelapa, ketumbar, kunyit, pepaya, santan, serai, tutut)",sumatera
684,roti jala kuah kinca,"(air, daun pandan, garam, gula, kelapa, minyak, nangka, pewarna makanan, santan, susu, telur, tepung terigu, vanili)",sumatera
685,kari ayam kampung khas aceh,"(bawang putih, belimbing, bunga lawang, cabai merah, cabe rawit, daging ayam, daun jeruk, daun kari, garam, gula, gula jawa, jahe, jeruk nipis, jintan, kapulaga, kayu manis, kelapa, ketumbar, kunyit, lada, penyedap rasa, santan, serai, teh)",sumatera
686,kue adee khas aceh,"(air, daging ayam, gula, kelapa, margarin, santan, teh, telur, ubi, vanili)",sumatera
687,talam abon keumamah,"(beras, garam, gula, kelapa, minyak, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
688,tuna teucrah,"(bawang putih, cabai hijau, cabai merah, cabe rawit, daun kari, ikan, kemiri, ketumbar, kunyit, teh)",sumatera
689,asinan buah kweni aceh,"(air, asam, bengkoang, cabai merah, cabe rawit, cuka, gula, gula merah, jeruk nipis, mangga, nanas, timun)",sumatera
690,gulai nangka khas aceh pidie,"(adas, air, air asam, asam, bawang putih, bunga lawang, cabai merah, cabe rawit, cengkeh, daging sapi, daun kari, daun pandan, daun salam, jahe, kapulaga, kemiri, ketumbar, kunyit, lada, lengkuas, minyak, nangka, pala, serai, teh)",sumatera
691,tumis aceh baby gurita kentang,"(air, bawang putih, cabai hijau, cabai merah, cabe rawit, daun salam, daun temuru, garam, gurita, kentang, ketumbar, kunyit, minyak, penyedap rasa, serai, teh)",sumatera
692,sie itek masak merah,"(bawang merah, bawang putih, bunga lawang, bunga pekak, cabai merah, cengkeh, daging bebek, daun pandan, daun salam, garam, jahe, jeruk nipis, jintan, kacang tanah, kapulaga, kelapa, kemiri, kentang, ketumbar, kunyit, lada, lengkuas, minyak, pala, santan, serai, teh)",sumatera
693,boh rom rom,"(air, daun pandan, daun suji, garam, gula, gula merah, ketan, pewarna makanan, tepung ketan, tepung terigu)",sumatera
694,bolu bhoi khas aceh,"(air, gula, telur, tepung terigu)",sumatera
695,meuseukat khas aceh,"(air, garam, gula, jeruk nipis, margarin, nanas, teh, telur, tepung terigu)",sumatera
696,bubur kanji rumbi,"(bawang putih, beras, bunga lawang, cengkeh, daging ayam, daun bawang, daun pandan, daun salam, jahe, jintan, kapulaga, kayu manis, kelapa, kentang, ketumbar, lada, pala, santan, seledri, teh, wortel)",sumatera
697,masam keueng boh kulu,"(air, belimbing, cabai merah, cabe rawit, daun jeruk, daun melinjo, garam, gula, jeruk nipis, kacang panjang, melinjo, teh, udang)",sumatera
698,kue muso jambi,"(air, daun pandan, garam, gula, kelapa, ketan, minyak, pewarna makanan, santan, teh, telur, tepung ketan, tepung terigu)",sumatera
699,sate tempe rangkayo hitam khas jambi,"(bawang putih, daun jeruk, daun salam, garam, gula, gula merah, jeruk nipis, kecap, ketumbar, teh, tempe)",sumatera
700,masak lemak tempoyak udang,"(air, cabai merah, cumi-cumi, garam, gula, kangkung, kelapa, kunyit, santan, serai, teh, tempoyak, udang)",sumatera
701,ikan patin masak tempoyak,"(air, cabai merah, cabe rawit, durian, garam, gula, ikan, kunyit, penyedap rasa, serai, teh, tempoyak, terasi)",sumatera
702,kue padamaran khas jambi,"(air, beras, daun pandan, daun suji, gula, gula merah, kelapa, pewarna makanan, santan, teh, tepung beras, tepung terigu)",sumatera
703,gulai talang ayam khas jambi,"(air, air asam, asam, bawang putih, daging ayam, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, ketumbar, laos, minyak, serai, teh)",sumatera
704,pepes tempoyak ikan nila khas jambi,"(cabai merah, daun pisang, garam, gula, ikan, jeruk nipis, kunyit, pisang, serai, tempoyak)",sumatera
705,kerutup ikan nilakhas jambi,"(cabai merah, cabe rawit, daun pisang, garam, gula, ikan, jahe, jeruk nipis, kangkung, minyak, pisang, tomat)",sumatera
706,kue padamaran khas jambi,"(beras, daun pandan, garam, gula, gula aren, kelapa, santan, teh, tepung beras, tepung terigu)",sumatera
707,rice bowl nasi gemuk khas jambi,"(air, bawang putih, beras, daun jeruk, daun pandan, daun salam, garam, ikan, jagung, jahe, jeruk nipis, kelapa, lengkuas, santan, serai, teh, telur, tempe, timun)",sumatera
708,tempoyak ikan mujair,"(air, cabai merah, garam, gula, ikan, kunyit, penyedap rasa, serai, teh, tempoyak)",sumatera
709,seruit tempoyak lampung,"(beras, cabai merah, cabe rawit, durian, garam, ikan, jeruk nipis, kangkung, pete, rampai, teh, telur, tempoyak, terasi, terong, timun, tomat)",sumatera
710,gulai jruek drien pekasam durian,"(cabai merah, cabe rawit, durian, garam, kacang panjang, kelapa, kunyit, santan, terong, udang)",sumatera
711,soto ayam jambi,"(bawang putih, bihun, daging ayam, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, kemiri, kentang, kunyit, lengkuas, tauge, teh, telur)",sumatera
712,tempoyak ayam,"(cabai merah, cabe rawit, daging ayam, daun jeruk, durian, garam, jeruk nipis, serai, teh, tempoyak)",sumatera
713,pakasam banjar,"(beras, garam, ikan, kunyit)",sumatera
714,tempoyak,"(air, cabai merah, garam, gula, minyak, penyedap rasa, serai, tempoyak, udang)",sumatera
715,kerutup ikan tembakang khas jambi,"(air, air asam, asam, bawang putih, cabai merah, garam, gula, ikan, jahe, kemiri, ketumbar, kunyit, merica, minyak, penyedap rasa, teh)",sumatera
716,pepes ikan tempoyak ikan nila,"(bawang putih, cabai merah, ikan, kemangi, serai, tempoyak)",sumatera
717,sambal tempoyak,"(bawang putih, cabai merah, cabe rawit, garam, gula, minyak, penyedap rasa, teh, tempoyak, terasi)",sumatera
718,telur ikan masak tempoyak,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jamur, kaldu jamur, kunyit, minyak, penyedap rasa, serai, telur, tempoyak)",sumatera
719,pindang patin tempoyak,"(air, cabai merah, garam, gula, ikan, kemangi, kunyit, penyedap rasa, serai, tempoyak)",sumatera
720,olahan iwak samu pakasam,"(bawang putih, cabai merah, ikan, minyak)",sumatera
721,brengkes tempoyak,"(bawang putih, cabai merah, cabe rawit, daun kemangi, daun pisang, garam, gula, ikan, jeruk nipis, jeruk songkit, kemangi, kunci, kunyit, lengkuas, pisang, serai, teh, tempoyak)",sumatera
722,santan pekasam daun singkong,"(air, bawang putih, daging ayam, daun salam, daun singkong, garam, jeruk nipis, kelapa, ketumbar, minyak, penyedap rasa, santan, serai, teh, ubi)",sumatera
723,iwak pakasam iwak samu,"(air, beras, garam, ikan, kunyit)",sumatera
724,brengkes tempoyak ikan mujair,"(bawang putih, cabai merah, daun pisang, daun salam, garam, gula, ikan, jeruk nipis, kemangi, kunci, kunyit, penyedap rasa, pisang, serai, teh, tempoyak)",sumatera
725,nasi samin,"(air, bawang bombay, bawang putih, beras, bunga lawang, cabai hijau, cabai merah, cengkeh, daging ayam, garam, gula, jintan, kapulaga, kayu manis, ketumbar, mentega, pala, penyedap rasa, teh, tomat)",sumatera
726,tahu bunting khas jambi tahu isi,"(air, baking powder, bawang putih, beras, daun bawang, garam, ketumbar, kunyit, merica, minyak, penyedap rasa, seledri, tahu, tauge, teh, tepung beras, tepung terigu, udang, wortel)",sumatera
727,sambal sarawa binjai khas hulu sungai tempoyak kemang,"(bawang putih, binjai, cabai hijau, cabai merah, garam, gula, gula merah, kelapa, santan)",sumatera
728,kepala baung kuah tempoyak,"(air, bawang putih, cabai merah, cabe rawit, durian, garam, gula, ikan, jahe, kemangi, kunyit, lengkuas, penyedap rasa, tempoyak)",sumatera
729,gulai kinok berengkes tempoyak kuah,"(bawang putih, cabai merah, daun salam, ikan, jeruk nipis, kemangi, kunci, kunyit, laos, serai, tempoyak)",sumatera
730,sambel tempoyak pete,"(air, cabai merah, cabe rawit, garam, gula, kunyit, penyedap rasa, pete, tempoyak)",sumatera
731,ikan dencis pake sambel tempoyak,"(bawang putih, cabai merah, cabe rawit, ikan, tempoyak)",sumatera
732,ikan krutup khas jambi,"(bawang putih, garam, ikan, jahe, jeruk nipis, kemiri, merica, minyak, teh)",sumatera
733,gulai belacan udang khas riau,"(air, asam, bawang putih, cabai merah, cabe rawit, daun bawang, daun jeruk, daun salam, garam, gula, jeruk nipis, kelapa, kemiri, penyedap rasa, pete, prei, santan, serai, teh, terasi, udang, wortel)",sumatera
734,asam pedas ikan patin khas melayu riau,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun ruku, daun salam, ikan, jahe, jeruk nipis, kacang panjang, kunyit, lengkuas, serai)",sumatera
735,roti kirai khas melayu kepri,"(air, daging ayam, daging kambing, daging sapi, durian, garam, kunyit, minyak, pewarna makanan, teh, telur, tepung terigu)",sumatera
736,srikaya tulang khas riau,"(air, daging ayam, garam, gula, kelapa, santan, telur, vanili)",sumatera
737,mie tarempa khas riau,"(air, bawang putih, cabai merah, daging ayam, garam, gula, ikan, kayu manis, kecap, kunyit, lada, mie, penyedap rasa, saos, tauge, teh, telur, tomat)",sumatera
738,gulai ikan sungai khas riau,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, daun ruku, daun salam, garam, ikan, jahe, jeruk nipis, kelapa, ketumbar, kunyit, lengkuas, minyak, santan, serai)",sumatera
739,kue retak seribu khas riau,"(baking powder, garam, gula, mentega, teh, telur, tepung terigu, vanili)",sumatera
740,cumi masak hitam khas riau,"(air, bawang putih, cumi-cumi, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, lengkuas, minyak, penyedap rasa, serai, teh)",sumatera
741,pengat daging rempah khas riau,"(air, bawang putih, cabai merah, daging sapi, garam, jahe, kunyit, serai, teh)",sumatera
742,rendang hitam khas tg uban kepulauan riau,"(air, garam, kelapa, kemiri, kunyit, lengkuas, santan, serai)",sumatera
743,roti jala kuah kari ayam,"(air, bawang putih, cabai merah, daging ayam, daun kari, daun salam, garam, gula, jahe, kelapa, kentang, ketumbar, kunyit, lengkuas, penyedap rasa, roti, santan, serai, susu, teh, telur, tepung terigu)",sumatera
744,kue bangkit khas riau,"(garam, gula, kelapa, margarin, santan, teh, telur, tepung, tepung tapioka, tepung terigu, vanili)",sumatera
745,sampadeh tahu kacang panjang,"(air, bawang putih, cabai merah, daun jeruk, daun salam, garam, jahe, jeruk nipis, kacang panjang, kemiri, kunyit, lengkuas, penyedap rasa, serai, tahu, teh)",sumatera
746,sop kikil sapi,"(air, bawang bombay, bawang putih, bunga lawang, cabai merah, daging sapi, daun bawang, garam, gula, jamur, jeruk nipis, kapulaga, kayu manis, merica, penyedap rasa, teh)",sumatera
747,lendot udang khas batam kepri,"(air, bawang putih, cabai merah, cabe rawit, ikan, kangkung, merica, penyedap rasa, sagu, teh, tepung, tepung sagu, tepung tapioka, tepung terigu, terasi, udang)",sumatera
748,soto pekanbaru daging ayam,"(air, bawang putih, cengkeh, daging ayam, daun salam, garam, gula, jahe, jeruk nipis, kelapa, kemiri, kentang, kunyit, lada, mie, minyak, pala, penyedap rasa, santan, seledri, serai, tauge, teh, telur, tomat)",sumatera
749,bolu kemojo khas riau pekanbaru tanpa daun pandan,"(daging ayam, garam, gula, kelapa, margarin, santan, teh, telur, tepung terigu, vanili)",sumatera
750,pilado kambiu sambal kelapa khas kampar riau,"(cabai merah, garam, ikan)",sumatera
751,mie lendir khas kepulauan riau,"(air, bawang putih, cabai merah, daging ayam, daun salam, garam, gula, gula merah, kacang tanah, kencur, maizena, serai, tauge, teh, telur, ubi, udang)",sumatera
752,mie tarempa khas batam kepulauan riau,"(air, bawang putih, cabai merah, garam, gula, ikan, kecap, kecap asin, lada, mie, penyedap rasa, saos, saos tiram, tauge, teh, telur, tomat)",sumatera
753,rujak kedondong maharaja khas riau,"(air, cabai merah, cabe rawit, garam, gula, gula merah, jeruk nipis, kedondong, lemon, mangga, timun)",sumatera
754,kwetiau bagan super yummy,"(air, bawang putih, cabai merah, daging bebek, garam, gula, kecap, kecap asin, kucai, kwetiaw, minyak, penyedap rasa, tauge, telur, telur bebek, udang)",sumatera
755,ikan salai selais balado,"(bawang putih, cabai merah, cabe rawit, garam, ikan)",sumatera
756,mie sagu goreng khas riau,"(bawang putih, cabai merah, garam, kerupuk, lada, mie, sagu, saos, saos tiram, tauge, telur)",sumatera
757,sop tunjang,"(adas, air, bawang putih, bunga lawang, cengkeh, daun bawang, kentang, ketumbar, merica, pala, seledri, teh, tunjang, wortel)",sumatera
758,otakotak tenggiri khas riau,"(bawang putih, daun pisang, garam, gula, ikan, kelapa, ketumbar, kunyit, lada, lengkuas, penyedap rasa, pisang, sagu, santan, teh, telur, tepung sagu, tepung terigu)",sumatera
759,bolu kemojokojo khas riau,"(air, daun pandan, garam, gula, kelapa, margarin, santan, teh, telur, tepung terigu, vanili)",sumatera
760,mie goreng gurih khas riau,"(bawang putih, cabai hijau, cabai merah, daging ayam, daun bawang, garam, ikan, kecap, kecap asin, lada, mie, minyak, teh, telur)",sumatera
761,tempoyak ikan patin khas riau,"(air, cabai merah, durian, ikan, kunyit, tempoyak)",sumatera
762,mie sagu khas pekan baru melayu,"(bawang putih, daging sapi, garam, gula, kecap, kecap asin, kemiri, merica, mie, sagu, saos, saos tiram, tauge, telur, terasi, udang, wortel)",sumatera
763,bolu pandan brownies motif kuntum bujang riau,"(coklat, daun pandan, garam, gula, minyak, pewarna makanan, teh, telur, tepung terigu, vanili)",sumatera
764,kangkung terasi kepulauan riau,"(bawang putih, cabai merah, garam, gula, kangkung, terasi, tomat, udang)",sumatera
765,bola ubi khas bagan coa,"(air, gula, ketan, tausa, tepung ketan, tepung tapioka, tepung terigu, ubi)",sumatera
766,pisang kipas ala pekanbaru,"(air, beras, garam, gula, minyak, pisang, soda kue, susu, teh, tepung beras, tepung terigu)",sumatera
767,miso khas riau,"(bawang putih, bihun, bunga lawang, cengkeh, daging ayam, daun salam, jahe, kapulaga, kerupuk, lengkuas, pala, seledri)",sumatera
768,pindang ikan a la riau,"(bawang bombay, bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, ikan, jahe, jeruk nipis, kunyit, lengkuas, terasi, tomat)",sumatera
769,roti jala kue labalaba,"(beras, daging ayam, garam, gula, maizena, margarin, susu, telur, tepung beras, tepung terigu, vanili)",sumatera
770,gembung asam padeh,"(air, asam, bawang putih, cabai merah, daun jeruk, daun salam, jahe, jamur, jeruk nipis, kunyit, lengkuas, serai)",sumatera
771,cumi cumi masak asam padeh,"(air, bawang putih, cabai merah, cabe rawit, cumi-cumi, daging ayam, daun bawang, garam, jahe, jeruk nipis, kecap, kecap asin, merica, minyak, saos, serai, tomat)",sumatera
772,cha ke tiaw kwetiau khas bagan,"(bawang putih, cabai merah, garam, kwetiaw, merica, minyak, telur, udang)",sumatera
773,roti jala kinca durian,"(air, garam, minyak, pewarna makanan, susu, telur, tepung terigu)",sumatera
774,asam padeh ikan patin,"(air, air asam, asam, bawang putih, cabai merah, cabe rawit, garam, ikan, jahe, kemiri, kencur, ketumbar, kunyit, lengkuas, merica, penyedap rasa, serai, teh, tomat)",sumatera
775,gulai ikan salai patin,"(daun jeruk, daun salam, ikan, jengkol, jeruk nipis, kelapa, kunyit, nangka, penyedap rasa, santan, serai)",sumatera
776,sampadeh tongkol,"(air, bawang putih, cabai merah, daun jeruk, daun salam, garam, ikan, jahe, jeruk nipis, kunyit, lengkuas, penyedap rasa, serai)",sumatera
777,resep roti jala durian,"(air, daun pandan, durian, gula, gula merah, margarin, penyedap rasa, pisang, saos, susu, telur, tepung terigu)",sumatera
778,gulai udang kacang panjang khas dumai riau,"(air, bawang putih, cabai merah, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, kacang panjang, kelapa, kemiri, kunyit, lengkuas, minyak, penyedap rasa, santan, serai, udang)",sumatera
779,mie celor khas palembang,"(air, bawang putih, cabai merah, daun bawang, garam, kelapa, kemiri, mie, santan, teh, telur, udang)",sumatera
780,nasi samin praktis,"(air, bawang putih, beras, cabai hijau, cabai merah, cengkeh, daging ayam, daun pandan, daun salam, garam, jahe, kapulaga, kayu manis, minyak, penyedap rasa, susu, teh)",sumatera
781,burgo ikan khas palembang,"(air, bawang putih, beras, cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, ikan, jahe, jeruk nipis, kelapa, kemiri, ketumbar, lada, laos, minyak, penyedap rasa, santan, serai, teh, tepung, tepung tapioka, tepung terigu)",sumatera
782,tumis terong tempe teri palembang khas nusantara,"(bawang putih, cabai merah, garam, gula, minyak, penyedap rasa, terong, tomat)",sumatera
783,bolu kojo kukus,"(daun pandan, garam, gula, kelapa, margarin, santan, teh, telur, tepung terigu)",sumatera
784,dodol agar agar dari palembang,"(air, coklat, garam, gula, kelapa, puding, santan, susu)",sumatera
785,malbi khas palembang,"(air, bawang putih, cengkeh, daging sapi, garam, gula, jahe, kayu manis, kecap, ketumbar, lada, minyak, pala, penyedap rasa, serai, teh)",sumatera
786,cuko pempek,"(air, asam, bawang putih, cabai merah, cabe rawit, garam, gula, gula merah, udang)",sumatera
787,pindang tulang sapi palembang,"(asam, bawang putih, cabai merah, cabe rawit, daun bawang, daun salam, jahe, kecap, kecap asin, kemangi, kunyit, laos, lengkuas, nanas, serai, tomat)",sumatera
788,srikayo khas palembang,"(air, daging bebek, daun pandan, daun suji, garam, gula, kelapa, santan, telur, telur bebek, tepung terigu)",sumatera
789,sate ikan bihun kukus khas palembang untuk hajatan,"(air, bihun, cabai merah, daging ayam, daun bawang, daun pisang, garam, gula, ikan, kelapa, kol, labu, lada, penyedap rasa, pisang, santan, teh, telur, tepung, tepung tapioka, tepung terigu)",sumatera
790,sambal picak khas palembang,"(bawang putih, garam, gula, gula merah, ikan, jeruk nipis, minyak, tomat)",sumatera
791,engkak ketan palembang,"(daging ayam, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, ketan, margarin, santan, susu, teh, telur, tepung ketan, tepung terigu)",sumatera
792,tekwan ikan tenggiri asli palembang,"(air, daging ayam, garam, ikan, penyedap rasa, sagu, telur)",sumatera
793,lapis engkak khas palembang,"(daging ayam, garam, gula, kelapa, ketan, mentega, santan, susu, teh, telur, tepung ketan, tepung terigu)",sumatera
794,sambal buncis khas palembang,"(air, bawang putih, buncis, cabai merah, daun salam, garam, gula, jahe, kelapa, kemiri, ketumbar, kunyit, lengkuas, minyak, penyedap rasa, santan, serai, teh)",sumatera
795,sop kimlo rumahan,"(bawang putih, buncis, daging ayam, daging sapi, daun bawang, garam, gula, jamur, kerupuk, melinjo, merica, pala, penyedap rasa, seledri, teh, telur, telur puyuh, udang, wortel)",sumatera
796,masak lemak tempoyak udang,"(air, cabai merah, cumi-cumi, garam, gula, kangkung, kelapa, kunyit, santan, serai, teh, tempoyak, udang)",sumatera
797,rujak mi pempek,"(mie, timun)",sumatera
798,pempek pastel,"(air, bawang putih, garam, gula, gula merah, kelapa, penyedap rasa, pepaya, santan, tepung, tepung tapioka, tepung terigu, udang)",sumatera
799,empekempek dos,"(air, asam, bawang putih, cabai merah, cabe rawit, garam, gula, gula aren, penyedap rasa, teh, telur, tepung tapioka, tepung terigu)",sumatera
800,pempek kulit crispy,"(bawang putih, daun bawang, garam, gula, ikan, jamur, kaldu jamur, kelapa, lada, sagu, santan, teh, telur, tepung, tepung sagu, tepung tapioka, tepung terigu)",sumatera
801,pempek lenggang,"(daun bawang, garam, lada, teh, telur)",sumatera
802,pempek adaan palembang ikan tenggiri mix ikan kakap,"(air, bawang bombay, bawang putih, cuka, daun bawang, garam, gula, ikan, kelapa, lada, minyak, sagu, santan, seledri, teh, telur, tepung sagu, tepung terigu, timun)",sumatera
803,pindang iga khas palembang,"(air, asam, bawang putih, cabai merah, daging sapi, daun bawang, daun salam, garam, jahe, kunyit, lengkuas, minyak, penyedap rasa, serai, teh)",sumatera
804,sop tekwan dan sawi putih,"(air, bawang putih, daun bawang, garam, jamur, kaldu jamur, lada, seledri)",sumatera
805,tempoyak ikan mujair,"(air, cabai merah, garam, gula, ikan, kunyit, penyedap rasa, serai, teh, tempoyak)",sumatera
806,seruit tempoyak lampung,"(beras, cabai merah, cabe rawit, durian, garam, ikan, jeruk nipis, kangkung, pete, rampai, teh, telur, tempoyak, terasi, terong, timun, tomat)",sumatera
807,pindang patin khas palembang,"(air, bawang putih, belimbing, cabai merah, cabe rawit, daun bawang, daun jeruk, daun kemangi, daun salam, garam, gula, ikan, jahe, jamur, jeruk nipis, kaldu jamur, kecap, kemangi, kemiri, kunyit, lengkuas, minyak, serai, teh, tomat)",sumatera
808,timus,"(gula, tepung, tepung tapioka, tepung terigu, ubi)",sumatera
809,tape goreng,"(air, beras, garam, gula, teh, tepung, tepung beras, tepung tapioka, tepung terigu, ubi)",sumatera
810,kemplang,"(garam, gula, gula merah, minyak, teh, ubi)",sumatera
811,lapis engkak ketan lembut,"(daging ayam, garam, gula, kelapa, ketan, margarin, mentega, santan, susu, teh, telur, tepung ketan, tepung terigu, vanilla)",sumatera
812,kimlo kering,"(bawang putih, bihun, daging ayam, daging sapi, daun bawang, garam, gula, jamur, kemiri, lada, penyedap rasa, seledri, teh, wortel)",sumatera
813,gulai jruek drien pekasam durian,"(cabai merah, cabe rawit, durian, garam, kacang panjang, kelapa, kunyit, santan, terong, udang)",sumatera
814,celimpungan,"(bawang putih, daun bawang, garam, gula, gula merah, kemiri, ketumbar, kunyit, lada, penyedap rasa, serai, teh)",sumatera
815,masak tempoyak ikan baung,"(air, cabai merah, garam, gula, ikan, kunyit, serai, tempoyak)",sumatera
816,pindang tempoyak,"(bawang putih, cabai merah, ikan, kunyit, serai, tempoyak)",sumatera
817,sambal tempoyak,"(air, bawang putih, cabai merah, durian, gula, minyak, tempoyak, terasi)",sumatera
818,sambal tempoyak,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, ikan, lengkuas, minyak, pete, serai, teh, tempoyak, terasi)",sumatera
819,sambal terasi khas bengkulu,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, minyak, penyedap rasa, terasi, tomat)",sumatera
820,kue tat bengkulu,"(garam, gula, kelapa, nanas, santan, soda kue, teh, telur, tepung terigu)",sumatera
821,telur ikan masak tempoyak,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jamur, kaldu jamur, kunyit, minyak, penyedap rasa, serai, telur, tempoyak)",sumatera
822,pindang patin tempoyak,"(air, cabai merah, garam, gula, ikan, kemangi, kunyit, penyedap rasa, serai, tempoyak)",sumatera
823,brengkes tempoyak,"(bawang putih, cabai merah, cabe rawit, daun kemangi, daun pisang, garam, gula, ikan, jeruk nipis, jeruk songkit, kemangi, kunci, kunyit, lengkuas, pisang, serai, teh, tempoyak)",sumatera
824,brengkes tempoyak ikan mujair,"(bawang putih, cabai merah, daun pisang, daun salam, garam, gula, ikan, jeruk nipis, kemangi, kunci, kunyit, penyedap rasa, pisang, serai, teh, tempoyak)",sumatera
825,sambal tempoyak udang,"(air, bawang putih, cabai merah, garam, gula, minyak, tempoyak, udang)",sumatera
826,ikan dencis pake sambel tempoyak,"(bawang putih, cabai merah, cabe rawit, ikan, tempoyak)",sumatera
827,masak tempoyak ikan baung,"(air, cabai merah, garam, gula, ikan, kunyit, serai, tempoyak)",sumatera
828,rendang daging bengkulu modif,"(bunga lawang, daging ayam, kapulaga, pala, teh)",sumatera
829,tempoyak balado,"(bawang putih, cabai merah, garam, gula, kelapa, santan, tempoyak)",sumatera
830,masak lemak tempoyak udang,"(air, cabai merah, cumi-cumi, garam, gula, kangkung, kelapa, kunyit, santan, serai, teh, tempoyak, udang)",sumatera
831,sambal penghiau khas bengkulu,"(air, bawang putih, cabai merah, garam, gula, ikan, jahe, kelapa, kunyit, lengkuas, minyak, pare, penyedap rasa, santan, serai, teh, tomat)",sumatera
832,ikan patin masak tempoyak,"(air, cabai merah, cabe rawit, durian, garam, gula, ikan, kunyit, penyedap rasa, serai, teh, tempoyak, terasi)",sumatera
833,sambal sarawa binjai khas hulu sungai tempoyak kemang,"(bawang putih, binjai, cabai hijau, cabai merah, garam, gula, gula merah, kelapa, santan)",sumatera
834,bolu koja khas bengkulu,"(air, daun pandan, daun suji, garam, gula, kelapa, maizena, margarin, santan, teh, telur, tepung terigu)",sumatera
835,tempoyak ikan mujair,"(air, cabai merah, garam, gula, ikan, kunyit, penyedap rasa, serai, teh, tempoyak)",sumatera
836,kue oncongoncong khas bengkulu atau kue kelicuk pagaralam sumsel,"(daun pandan, daun pisang, garam, gula, ketan, pisang, teh)",sumatera
837,pepes ikan tempoyak aka banana leaf wrapped spiced fish with fermented durian paste,"(cabai merah, cabe rawit, daun kemangi, daun pisang, daun salam, garam, gula, ikan, kemangi, kunyit, lengkuas, pisang, serai, teh, tempoyak)",sumatera
838,tempoyak ayam,"(cabai merah, cabe rawit, daging ayam, daun jeruk, durian, garam, jeruk nipis, serai, teh, tempoyak)",sumatera
839,tempoyak,"(air, cabai merah, garam, gula, minyak, penyedap rasa, serai, tempoyak, udang)",sumatera
840,sambal tempoyak udang,"(air, bawang putih, cabai merah, garam, gula, jahe, kunyit, lengkuas, minyak, penyedap rasa, pete, serai, tempoyak, udang)",sumatera
841,ayam tempoyak,"(air, bawang putih, cabai merah, cabe rawit, daging ayam, daun salam, durian, garam, gula, kelapa, kemiri, minyak, santan, serai, teh, tempoyak)",sumatera
842,pepes ikan tempoyak ikan nila,"(bawang putih, cabai merah, ikan, kemangi, serai, tempoyak)",sumatera
843,pepes patin tempoyak,"(bawang putih, cabai merah, daun pisang, durian, garam, gula, ikan, jahe, kunyit, lengkuas, pisang, serai, tempoyak)",sumatera
844,brengkes tempoyak ikan sepat,"(cabai merah, cabe rawit, daun pisang, garam, gula, ikan, kunyit, pisang, serai, teh, tempoyak)",sumatera
